sentence,emotion
i started playing i could see that once you peeled back a bit of the warcraft look and feel there was a lot of diablo in the game enough that i am convinced that they can t really make a diablo mmo without it becoming mostly a giant version of darkshire,joy
i cant help feeling impressed,suprise
im feeling really quite angry,anger
im feeling thankful now so why wait,joy
i was starting to feel agitated,fear
i can no longer feel anguished about lose sleep over shed tears for talk to and laugh together with,sad
i can see her trusting brian and i and it feels amazing,joy
i really feel like im doing injustice to her parents but if shes going to be stubborn about it i think her parents know her nature well enough to understand,anger
im reading his books i really feel like im living in his world i just think hes wonderful,joy
i feel more trusting of the world at the same time,joy
i feel uncertain i understand that im really good at oral and sex in general,fear
i don t mean the people who bully you into feeling worthless and intimidated,sad
i frequently had to prove myself all over again from scratch so i never had the chance to start feeling satisfied with what i d achieved,joy
i would feel so defeated and miserable and ashamed that i would ignore the fact that i knew what was doing it to me,sad
im not a muslim yet even i am feeling offended and repulsed,anger
i believe they address a need for people who feel unimportant in their own lives to live and realize dreams of importance vicariously through fictional characters,sad
i was busy feeling the word play and punch lines of the too much track when i got distracted by the sounds of native drum,anger
ill feeling so crappy now because ethics is being a bitch,sad
i have started to feel a lot more excited about the baby now when my depression was really bad i thought that this was a terrible thing to have done as i was never going to be able to cope etc etc,joy
